1042399	1047437	INV	5038
1042400	1047438	INV	5038
1921534	1921699	DEL	164
3621811	3700996	INV	79185
3621812	3700997	INV	79185
4532654	5794270	FUS	805
4532655	5795074	FUS	805
7470708	7470819	TAN	112
8385175	8442316	TAN	57142
9805990	9805991	INS	14
11361302	11362108	DEL	805
12132371	12212025	TAN	79655
14591496	50268873	FUS+	89808
14591497	50358680	FUS	89808
16336852	16346634	TAN	9783
16784098	16784099	INS	26
18930644	18939883	INV	9239
18930645	18939884	INV	9239
20693365	20693503	DEL	137
21719209	21719342	TAN	134
22590720	22590835	TAN	116
24118418	24118520	INV	102
24118419	24118521	INV	102
26734933	26734934	INS	27
28204159	28204912	INV	753
28204160	28204913	INV	753
29952836	102147884	FUS+	4690
29952837	102152573	FUS	4690
31342915	31343453	DEL	537
31912049	31921906	DEL	9856
34244920	34245052	DEL	131
34773743	34773868	INV	125
34773744	34773869	INV	125
36446120	9497473	FUS	26189
36446121	9523661	FUS	26189
37878832	37949800	TAN	70969
40417558	40417559	INS	10
41672432	112165078	FUS	707
41672433	112165784	FUS	707
43031262	43031402	TAN	141
43864644	61804690	FUS	106
43864645	61804795	FUS	106
45391826	115450626	FUS	129
45391827	115450754	FUS	129
47429021	47429022	INS	26
48313851	48314718	DEL	866
50268872	50358681	DEL	89808
51098721	51172982	TAN	74262
52831453	52832053	INV	600
52831454	52832054	INV	600
54982668	127503500	FUS+	113
54982669	127503612	FUS	113
56517849	56517978	TAN	130
57500726	129806028	FUS	945
57500727	129806972	FUS	945
58685202	58690211	TAN	5010
61378432	102093531	FUS	125
61378433	102093655	FUS	125
61679059	61683285	DEL	4225
64413254	64413255	INS	18
64757542	64757724	DEL	181
66692869	66693701	DEL	831
68667371	68676893	DEL	9521
69845527	69907661	INV	62134
69845528	69907662	INV	62134
70817169	70817796	TAN	628
72823040	101805399	FUS	9474
72823041	101814872	FUS	9474
74503530	94051517	FUS+	965
74503531	94052481	FUS	965
76142684	76142685	INS	26
76991188	77062216	TAN	71029
78014122	78014316	INV	194
78014123	78014317	INV	194
80884071	80884822	INV	751
80884072	80884823	INV	751
81750974	81795539	TAN	44566
83471824	83474821	TAN	2998
84028275	84031627	TAN	3353
85633032	61725749	FUS	108
85633033	61725856	FUS	108
88448363	88448493	TAN	131
89205101	132073905	FUS	7325
89205102	132081229	FUS	7325
90501129	90529999	TAN	28871
91766141	122321820	FUS	742
91766142	122322561	FUS	742
94051516	94052482	DEL	965
95911609	95919403	INV	7794
95911610	95919404	INV	7794
96530676	96581548	TAN	50873
98744298	98744299	INS	12
100157100	121083699	FUS+	7864
100157101	121091562	FUS	7864
100783951	100784134	TAN	184
102147883	102152574	DEL	4690
104899335	104923856	TAN	24522
106193032	106244982	INV	51950
106193033	106244983	INV	51950
106869316	106938536	DEL	69219
108741245	108780938	INV	39693
108741246	108780939	INV	39693
110517488	110522132	DEL	4643
111633071	111633225	INV	154
111633072	111633226	INV	154
113230156	113230157	INS	13
115450625	115450755	DEL	129
115726345	115733716	INV	7371
115726346	115733717	INV	7371
118296395	133507504	FUS+	138
118296396	133507641	FUS	138
119896027	119896882	DEL	854
121083698	121091563	DEL	7864
122321819	122322562	DEL	742
123452649	123518148	INV	65499
123452650	123518149	INV	65499
125223807	125231150	INV	7343
125223808	125231151	INV	7343
127039963	127039964	INS	25
127503499	127503613	DEL	113
129121056	127609061	FUS	830
129121057	127609890	FUS	830
131307674	131307675	INS	21
132073904	132081230	DEL	7325
