@relation 'sv'
@attribute num_lines real
@attribute l0_c1_loci_compare real
@attribute l0_c1_realign_dir real
@attribute l0_c1_anchor_dir real
@attribute l0_C1_long_support real
@attribute l0_C1_long_support_bases real
@attribute l0_C1_short_support real
@attribute l0_C1_short_support_bases real
@attribute l0_C1_short_support_max_len real
@attribute l0_C1_avg_realign_mapq real
@attribute l0_c2_loci_com real
@attribute l0_c2_realign_dir real
@attribute l0_c2_anchor_dir real
@attribute l0_C2_long_support real
@attribute l0_C2_long_support_bases real
@attribute l0_C2_short_support real
@attribute l0_C2_short_support_bases real
@attribute l0_C2_short_support_max_len real
@attribute l0_C2_avg_realign_mapq real
@attribute l1_c1_loci_compare real
@attribute l1_c1_realign_dir real
@attribute l1_c1_anchor_dir real
@attribute l1_C1_long_support real
@attribute l1_C1_long_support_bases real
@attribute l1_C1_short_support real
@attribute l1_C1_short_support_bases real
@attribute l1_C1_short_support_max_len real
@attribute l1_C1_avg_realign_mapq real
@attribute l1_c2_loci_com real
@attribute l1_c2_realign_dir real
@attribute l1_c2_anchor_dir real
@attribute l1_C2_long_support real
@attribute l1_C2_long_support_bases real
@attribute l1_C2_short_support real
@attribute l1_C2_short_support_bases real
@attribute l1_C2_short_support_max_len real
@attribute l1_C2_avg_realign_mapq real
@attribute l2_c1_loci_compare real
@attribute l2_c1_realign_dir real
@attribute l2_c1_anchor_dir real
@attribute l2_C1_long_support real
@attribute l2_C1_long_support_bases real
@attribute l2_C1_short_support real
@attribute l2_C1_short_support_bases real
@attribute l2_C1_short_support_max_len real
@attribute l2_C1_avg_realign_mapq real
@attribute l2_c2_loci_com real
@attribute l2_c2_realign_dir real
@attribute l2_c2_anchor_dir real
@attribute l2_C2_long_support real
@attribute l2_C2_long_support_bases real
@attribute l2_C2_short_support real
@attribute l2_C2_short_support_bases real
@attribute l2_C2_short_support_max_len real
@attribute l2_C2_avg_realign_mapq real
@attribute svtype {INV,INS,DEL,FUS,TAN,TRAN,WOFS}
@data
2,1,1,1,7,356,12,130,23,44.0,0,1,1,9,531,10,118,23,44.0,1,0,0,8,364,10,140,22,44.0,0,0,0,11,513,9,140,29,40.727272,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INV
2,1,0,1,12,601,10,104,17,44.0,0,1,0,13,631,8,66,16,43.692307,1,1,0,7,348,7,83,23,44.0,0,0,1,8,360,9,141,23,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
1,1,0,1,12,517,14,207,24,43.666668,0,1,0,9,382,10,117,26,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TAN
2,1,1,1,5,239,8,85,20,44.0,0,1,1,5,260,10,136,23,38.8,1,0,0,15,772,10,138,23,44.0,0,0,0,6,348,14,183,24,43.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INV
1,1,0,1,3,122,8,47,22,43.0,0,1,0,6,207,6,51,14,43.666668,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TAN
1,1,0,1,11,610,9,102,22,37.545456,0,1,0,11,561,10,135,24,32.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TAN
2,1,1,0,6,394,6,81,25,11.0,0,0,1,15,853,12,145,22,39.733334,1,0,1,7,375,10,122,20,37.714287,0,1,0,14,710,10,144,24,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
3,1,1,0,7,405,9,79,14,42.57143,0,0,1,7,304,4,55,21,44.0,1,0,1,11,579,6,66,18,29.545454,0,1,0,11,498,12,136,23,42.727272,1,1,0,14,701,8,112,21,44.0,0,0,1,19,971,9,172,23,44.0,TRAN
2,1,1,0,7,346,9,88,16,44.0,0,0,1,3,221,11,183,29,11.0,1,0,1,12,467,14,151,23,44.0,0,1,0,12,601,9,102,19,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
1,1,0,1,11,566,10,100,23,40.454544,0,1,0,6,282,8,84,24,36.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TAN
3,1,1,0,8,380,10,132,21,44.0,0,0,1,12,596,14,252,29,33.666668,1,0,1,11,537,8,83,22,41.81818,0,1,0,8,396,6,94,24,44.0,1,1,0,11,623,9,87,24,21.454546,0,0,1,16,765,11,114,22,44.0,TRAN
1,1,1,0,14,510,7,92,22,44.0,0,0,1,7,237,6,87,23,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DEL
2,1,1,1,9,458,6,62,20,44.0,0,1,1,10,517,6,43,18,44.0,1,0,0,13,760,8,52,13,43.846153,0,0,0,10,529,9,80,20,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INV
1,1,0,1,4,246,4,41,21,39.0,0,1,0,11,498,5,29,9,33.727272,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TAN
1,1,1,0,14,738,2,18,17,44.0,0,0,1,8,419,4,30,19,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DEL
3,1,1,0,17,775,6,96,24,44.0,0,0,1,15,668,7,88,24,37.533333,1,0,1,12,511,12,168,23,42.166668,0,1,0,6,352,15,167,19,29.166666,1,1,0,16,778,11,108,20,43.75,0,0,1,1,71,16,186,24,11.0,TRAN
1,1,1,0,10,482,10,143,22,43.6,0,0,1,1,74,15,241,27,14.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DEL
3,0,1,0,10,503,10,97,20,41.4,1,0,1,5,315,6,76,22,30.6,0,0,1,13,684,11,151,22,41.23077,1,1,0,11,489,7,65,14,34.272728,1,1,0,8,411,9,123,23,27.625,0,0,1,15,658,8,97,21,41.0,TRAN
2,1,1,0,7,332,7,77,20,44.0,0,0,1,5,211,9,136,24,37.6,1,0,1,10,543,4,54,20,44.0,0,1,0,6,276,7,78,20,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
3,1,1,0,9,610,11,191,24,17.777779,0,0,1,10,514,3,49,23,44.0,1,0,1,9,468,10,161,23,33.666668,0,1,0,15,801,9,69,16,44.0,1,1,0,3,107,5,59,18,44.0,0,0,1,8,386,13,172,24,44.0,TRAN
2,0,0,1,12,648,11,159,24,44.0,1,1,0,9,556,16,182,20,33.666668,0,1,0,7,382,6,84,24,44.0,1,0,1,3,213,9,94,24,12.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
3,1,0,1,3,198,10,114,21,35.666668,0,1,0,14,656,9,103,23,44.0,1,1,0,5,340,7,108,21,29.6,0,0,1,11,511,6,44,18,44.0,0,0,1,6,345,8,76,18,11.0,1,1,0,0,0,4,45,17,35.0,TRAN
1,1,0,1,2,140,8,114,23,11.0,0,1,0,3,168,3,40,18,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TAN
2,1,1,1,12,644,7,62,21,44.0,0,1,1,15,764,5,46,19,42.466667,1,0,0,13,614,15,213,22,44.0,0,0,0,9,478,7,85,20,39.77778,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INV
1,1,1,0,12,581,10,123,22,44.0,0,0,1,13,689,10,118,20,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DEL
1,1,0,1,9,442,8,91,19,44.0,0,1,0,14,694,6,82,29,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TAN
2,1,1,1,16,905,4,64,23,44.0,0,1,1,7,361,7,93,22,44.0,1,0,0,7,364,8,102,21,44.0,0,0,0,12,547,11,138,24,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INV
2,0,0,1,13,707,20,228,24,43.846153,1,1,0,12,579,8,93,24,44.0,0,1,0,6,291,11,116,22,44.0,1,0,1,7,421,9,79,20,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
2,1,1,1,10,482,5,69,23,44.0,0,1,1,12,556,10,82,24,44.0,1,0,0,9,447,11,141,24,44.0,0,0,0,10,475,5,76,23,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INV
