@relation 'sv'
@attribute num_lines real
@attribute l0_c1_loci_compare real
@attribute l0_c1_realign_dir real
@attribute l0_c1_anchor_dir real
@attribute l0_C1_long_support real
@attribute l0_C1_long_support_bases real
@attribute l0_C1_short_support real
@attribute l0_C1_short_support_bases real
@attribute l0_C1_short_support_max_len real
@attribute l0_C1_avg_realign_mapq real
@attribute l0_c2_loci_com real
@attribute l0_c2_realign_dir real
@attribute l0_c2_anchor_dir real
@attribute l0_C2_long_support real
@attribute l0_C2_long_support_bases real
@attribute l0_C2_short_support real
@attribute l0_C2_short_support_bases real
@attribute l0_C2_short_support_max_len real
@attribute l0_C2_avg_realign_mapq real
@attribute l1_c1_loci_compare real
@attribute l1_c1_realign_dir real
@attribute l1_c1_anchor_dir real
@attribute l1_C1_long_support real
@attribute l1_C1_long_support_bases real
@attribute l1_C1_short_support real
@attribute l1_C1_short_support_bases real
@attribute l1_C1_short_support_max_len real
@attribute l1_C1_avg_realign_mapq real
@attribute l1_c2_loci_com real
@attribute l1_c2_realign_dir real
@attribute l1_c2_anchor_dir real
@attribute l1_C2_long_support real
@attribute l1_C2_long_support_bases real
@attribute l1_C2_short_support real
@attribute l1_C2_short_support_bases real
@attribute l1_C2_short_support_max_len real
@attribute l1_C2_avg_realign_mapq real
@attribute l2_c1_loci_compare real
@attribute l2_c1_realign_dir real
@attribute l2_c1_anchor_dir real
@attribute l2_C1_long_support real
@attribute l2_C1_long_support_bases real
@attribute l2_C1_short_support real
@attribute l2_C1_short_support_bases real
@attribute l2_C1_short_support_max_len real
@attribute l2_C1_avg_realign_mapq real
@attribute l2_c2_loci_com real
@attribute l2_c2_realign_dir real
@attribute l2_c2_anchor_dir real
@attribute l2_C2_long_support real
@attribute l2_C2_long_support_bases real
@attribute l2_C2_short_support real
@attribute l2_C2_short_support_bases real
@attribute l2_C2_short_support_max_len real
@attribute l2_C2_avg_realign_mapq real
@attribute svtype {INV,INS,DEL,FUS,TAN,TRAN,WOFS}
@data
3,0,1,0,2,97,5,38,13,44.0,1,0,1,11,504,14,156,28,32.636364,0,0,1,11,517,5,48,23,44.0,1,1,0,9,442,12,140,28,37.555557,1,1,0,14,684,11,112,22,31.214285,0,0,1,10,519,5,80,24,38.4,TRAN
2,1,1,0,9,491,9,77,18,44.0,0,0,1,13,702,11,123,21,44.0,1,0,1,12,717,14,196,24,44.0,0,1,0,14,716,7,71,23,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
2,1,1,1,8,424,15,205,23,44.0,0,1,1,11,595,10,125,24,43.454544,1,0,0,13,673,11,126,21,44.0,0,0,0,12,503,7,56,16,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INV
1,1,1,0,11,391,13,140,20,43.81818,0,0,1,13,479,9,127,22,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DEL
2,1,1,0,17,879,9,130,21,43.764706,0,0,1,9,461,11,132,20,36.333332,1,0,1,7,331,4,52,22,44.0,0,1,0,6,312,13,129,20,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
1,1,0,1,3,185,10,141,22,26.666666,0,1,0,7,415,10,109,19,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TAN
2,1,1,0,12,587,5,46,14,32.0,0,0,1,11,511,11,142,18,30.727272,1,0,1,7,478,9,109,21,11.428572,0,1,0,11,465,8,116,24,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
2,1,0,1,13,607,10,159,22,44.0,0,1,0,11,575,11,133,21,33.454544,1,1,0,3,99,7,80,19,43.333332,0,0,1,13,684,4,62,22,31.846153,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
1,1,1,0,12,750,7,92,24,28.916666,0,0,1,13,641,11,203,25,40.53846,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DEL
1,1,0,1,10,462,7,81,24,43.8,0,1,0,10,613,7,68,15,28.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TAN
3,1,1,0,9,416,7,58,13,43.11111,0,0,1,7,334,11,163,21,32.857143,1,0,1,18,870,4,49,21,44.0,0,1,0,13,648,9,81,21,32.615383,1,1,0,6,266,10,106,20,37.0,0,0,1,6,346,14,169,21,36.833332,TRAN
2,1,1,1,8,427,10,136,21,44.0,0,1,1,11,544,11,85,22,44.0,1,0,0,6,237,11,133,24,44.0,0,0,0,10,492,5,55,19,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INV
1,0,1,0,5,158,9,114,20,2.0,0,0,1,3,96,12,212,24,4.3333335,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TRAN
1,1,1,0,8,434,10,115,22,44.0,0,0,1,10,473,6,74,24,43.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
2,1,1,0,7,367,11,121,22,44.0,0,0,1,11,577,4,35,21,43.81818,1,0,1,13,625,9,132,21,44.0,0,1,0,11,540,12,101,24,26.454546,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
2,0,0,1,14,829,9,134,24,44.0,1,1,0,7,316,13,159,23,44.0,0,1,0,8,350,11,152,23,43.75,1,0,1,10,402,11,110,22,43.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
1,1,1,0,9,513,6,93,22,44.0,0,0,1,9,499,6,100,24,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DEL
3,1,1,0,6,381,7,111,23,27.166666,0,0,1,11,577,8,103,24,34.363636,1,0,1,18,878,11,124,22,30.61111,0,1,0,9,495,10,100,22,38.88889,1,1,0,13,824,14,207,24,32.46154,0,0,1,10,479,8,129,22,43.8,TRAN
2,0,0,1,11,559,16,193,22,44.0,1,1,0,5,214,11,152,22,44.0,0,1,0,12,645,7,102,21,43.833332,1,0,1,9,422,16,218,24,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
2,0,0,1,1,58,5,71,16,11.0,1,1,0,0,0,7,99,20,11.428572,1,0,1,1,63,0,0,0,11.0,0,1,0,0,0,7,99,20,11.428572,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DEL
1,1,1,0,8,444,12,138,18,42.0,0,0,1,13,565,6,39,15,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DEL
