@relation 'sv'
@attribute num_lines real
@attribute l0_c1_loci_compare real
@attribute l0_c1_realign_dir real
@attribute l0_c1_anchor_dir real
@attribute l0_C1_long_support real
@attribute l0_C1_long_support_bases real
@attribute l0_C1_short_support real
@attribute l0_C1_short_support_bases real
@attribute l0_C1_short_support_max_len real
@attribute l0_C1_avg_realign_mapq real
@attribute l0_c2_loci_com real
@attribute l0_c2_realign_dir real
@attribute l0_c2_anchor_dir real
@attribute l0_C2_long_support real
@attribute l0_C2_long_support_bases real
@attribute l0_C2_short_support real
@attribute l0_C2_short_support_bases real
@attribute l0_C2_short_support_max_len real
@attribute l0_C2_avg_realign_mapq real
@attribute l1_c1_loci_compare real
@attribute l1_c1_realign_dir real
@attribute l1_c1_anchor_dir real
@attribute l1_C1_long_support real
@attribute l1_C1_long_support_bases real
@attribute l1_C1_short_support real
@attribute l1_C1_short_support_bases real
@attribute l1_C1_short_support_max_len real
@attribute l1_C1_avg_realign_mapq real
@attribute l1_c2_loci_com real
@attribute l1_c2_realign_dir real
@attribute l1_c2_anchor_dir real
@attribute l1_C2_long_support real
@attribute l1_C2_long_support_bases real
@attribute l1_C2_short_support real
@attribute l1_C2_short_support_bases real
@attribute l1_C2_short_support_max_len real
@attribute l1_C2_avg_realign_mapq real
@attribute l2_c1_loci_compare real
@attribute l2_c1_realign_dir real
@attribute l2_c1_anchor_dir real
@attribute l2_C1_long_support real
@attribute l2_C1_long_support_bases real
@attribute l2_C1_short_support real
@attribute l2_C1_short_support_bases real
@attribute l2_C1_short_support_max_len real
@attribute l2_C1_avg_realign_mapq real
@attribute l2_c2_loci_com real
@attribute l2_c2_realign_dir real
@attribute l2_c2_anchor_dir real
@attribute l2_C2_long_support real
@attribute l2_C2_long_support_bases real
@attribute l2_C2_short_support real
@attribute l2_C2_short_support_bases real
@attribute l2_C2_short_support_max_len real
@attribute l2_C2_avg_realign_mapq real
@attribute svtype {INV,INS,DEL,FUS,TAN,TRAN,WOFS}
@data
3,0,1,0,6,324,11,139,23,38.0,1,0,1,13,699,11,122,23,44.0,0,0,1,13,709,9,109,24,36.153847,1,1,0,12,647,12,107,21,44.0,1,1,0,7,362,6,69,22,44.0,0,0,1,12,587,9,95,24,44.0,TRAN
2,1,1,0,9,492,13,122,20,43.666668,0,0,1,13,614,14,183,24,43.846153,1,0,1,11,631,8,116,23,44.0,0,1,0,1,31,0,0,0,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
1,1,1,0,11,542,14,176,23,44.0,0,0,1,8,484,13,152,23,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DEL
2,0,1,0,12,597,6,106,22,44.0,1,0,1,10,429,9,80,22,37.1,0,0,1,17,854,7,116,22,44.0,1,1,0,13,649,7,67,18,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
1,1,0,1,5,240,7,98,24,44.0,0,1,0,14,626,7,102,24,43.857143,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TAN
2,0,0,1,1,56,0,0,0,44.0,1,1,0,0,0,3,33,20,44.0,0,0,1,1,37,1,17,17,44.0,1,1,0,0,0,4,51,20,43.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INV
1,1,1,0,12,553,11,172,24,44.0,0,0,1,12,548,10,161,23,24.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DEL
3,1,1,0,9,385,5,25,7,44.0,0,0,1,8,358,10,102,22,44.0,1,0,1,12,544,13,166,21,44.0,0,1,0,12,616,11,107,23,43.25,1,1,0,7,379,8,93,21,44.0,0,0,1,12,571,13,116,19,44.0,TRAN
2,1,1,0,13,669,12,130,21,44.0,0,0,1,4,124,8,107,23,43.5,1,0,1,19,976,9,97,22,44.0,0,1,0,17,889,8,92,22,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
2,1,1,1,13,729,12,172,24,43.692307,0,1,1,9,491,15,177,24,39.22222,1,0,0,8,445,8,115,24,38.75,0,0,0,13,729,8,116,26,37.46154,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INV
