@relation 'sv'
@attribute num_lines real
@attribute l0_c1_loci_compare real
@attribute l0_c1_realign_dir real
@attribute l0_c1_anchor_dir real
@attribute l0_C1_long_support real
@attribute l0_C1_long_support_bases real
@attribute l0_C1_short_support real
@attribute l0_C1_short_support_bases real
@attribute l0_C1_short_support_max_len real
@attribute l0_C1_avg_realign_mapq real
@attribute l0_c2_loci_com real
@attribute l0_c2_realign_dir real
@attribute l0_c2_anchor_dir real
@attribute l0_C2_long_support real
@attribute l0_C2_long_support_bases real
@attribute l0_C2_short_support real
@attribute l0_C2_short_support_bases real
@attribute l0_C2_short_support_max_len real
@attribute l0_C2_avg_realign_mapq real
@attribute l1_c1_loci_compare real
@attribute l1_c1_realign_dir real
@attribute l1_c1_anchor_dir real
@attribute l1_C1_long_support real
@attribute l1_C1_long_support_bases real
@attribute l1_C1_short_support real
@attribute l1_C1_short_support_bases real
@attribute l1_C1_short_support_max_len real
@attribute l1_C1_avg_realign_mapq real
@attribute l1_c2_loci_com real
@attribute l1_c2_realign_dir real
@attribute l1_c2_anchor_dir real
@attribute l1_C2_long_support real
@attribute l1_C2_long_support_bases real
@attribute l1_C2_short_support real
@attribute l1_C2_short_support_bases real
@attribute l1_C2_short_support_max_len real
@attribute l1_C2_avg_realign_mapq real
@attribute l2_c1_loci_compare real
@attribute l2_c1_realign_dir real
@attribute l2_c1_anchor_dir real
@attribute l2_C1_long_support real
@attribute l2_C1_long_support_bases real
@attribute l2_C1_short_support real
@attribute l2_C1_short_support_bases real
@attribute l2_C1_short_support_max_len real
@attribute l2_C1_avg_realign_mapq real
@attribute l2_c2_loci_com real
@attribute l2_c2_realign_dir real
@attribute l2_c2_anchor_dir real
@attribute l2_C2_long_support real
@attribute l2_C2_long_support_bases real
@attribute l2_C2_short_support real
@attribute l2_C2_short_support_bases real
@attribute l2_C2_short_support_max_len real
@attribute l2_C2_avg_realign_mapq real
@attribute svtype {INV,INS,DEL,FUS,TAN,TRAN,WOFS}
@data
3,1,1,0,15,715,8,79,24,42.266666,0,0,1,8,368,8,72,22,44.0,1,0,1,15,725,10,141,22,43.466667,0,1,0,13,661,10,132,22,44.0,1,1,0,16,833,7,105,23,44.0,0,0,1,10,538,10,108,29,44.0,TRAN
2,0,1,0,12,587,11,122,24,44.0,1,0,1,11,570,14,180,24,33.363636,0,0,1,8,429,13,169,24,44.0,1,1,0,13,691,6,55,18,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
1,1,0,1,8,424,13,171,23,44.0,0,1,0,14,629,9,92,23,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TAN
3,0,0,1,13,575,8,86,18,42.76923,1,1,0,4,228,10,92,17,26.0,0,0,1,1,75,0,0,0,44.0,1,1,0,0,0,10,92,17,43.0,0,1,0,11,626,10,140,22,44.0,1,0,1,10,592,11,114,24,38.2,FUS
1,1,1,0,10,544,9,103,22,39.4,0,0,1,10,480,12,131,21,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DEL
2,0,1,0,15,739,15,207,22,33.933334,1,0,1,17,757,15,222,27,43.882355,0,0,1,14,728,9,70,21,36.714287,1,1,0,8,446,6,71,19,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
2,1,1,1,10,467,4,44,15,44.0,0,1,1,0,0,9,115,24,43.77778,1,0,0,8,369,8,114,24,44.0,0,0,0,0,0,6,78,22,43.666668,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INV
1,1,0,1,16,735,4,79,24,43.8125,0,1,0,12,551,14,176,24,43.416668,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TAN
2,1,0,1,19,946,8,122,22,44.0,0,1,0,8,424,14,156,22,44.0,1,1,0,13,671,6,98,29,33.846153,0,0,1,15,680,9,138,29,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
2,1,1,1,13,649,8,123,23,44.0,0,1,1,10,452,9,120,24,43.7,1,0,0,8,388,10,124,23,37.375,0,0,0,10,480,11,161,26,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INV
