@relation 'sv'
@attribute num_lines real
@attribute l0_c1_loci_compare real
@attribute l0_c1_realign_dir real
@attribute l0_c1_anchor_dir real
@attribute l0_C1_long_support real
@attribute l0_C1_long_support_bases real
@attribute l0_C1_short_support real
@attribute l0_C1_short_support_bases real
@attribute l0_C1_short_support_max_len real
@attribute l0_C1_avg_realign_mapq real
@attribute l0_c2_loci_com real
@attribute l0_c2_realign_dir real
@attribute l0_c2_anchor_dir real
@attribute l0_C2_long_support real
@attribute l0_C2_long_support_bases real
@attribute l0_C2_short_support real
@attribute l0_C2_short_support_bases real
@attribute l0_C2_short_support_max_len real
@attribute l0_C2_avg_realign_mapq real
@attribute l1_c1_loci_compare real
@attribute l1_c1_realign_dir real
@attribute l1_c1_anchor_dir real
@attribute l1_C1_long_support real
@attribute l1_C1_long_support_bases real
@attribute l1_C1_short_support real
@attribute l1_C1_short_support_bases real
@attribute l1_C1_short_support_max_len real
@attribute l1_C1_avg_realign_mapq real
@attribute l1_c2_loci_com real
@attribute l1_c2_realign_dir real
@attribute l1_c2_anchor_dir real
@attribute l1_C2_long_support real
@attribute l1_C2_long_support_bases real
@attribute l1_C2_short_support real
@attribute l1_C2_short_support_bases real
@attribute l1_C2_short_support_max_len real
@attribute l1_C2_avg_realign_mapq real
@attribute l2_c1_loci_compare real
@attribute l2_c1_realign_dir real
@attribute l2_c1_anchor_dir real
@attribute l2_C1_long_support real
@attribute l2_C1_long_support_bases real
@attribute l2_C1_short_support real
@attribute l2_C1_short_support_bases real
@attribute l2_C1_short_support_max_len real
@attribute l2_C1_avg_realign_mapq real
@attribute l2_c2_loci_com real
@attribute l2_c2_realign_dir real
@attribute l2_c2_anchor_dir real
@attribute l2_C2_long_support real
@attribute l2_C2_long_support_bases real
@attribute l2_C2_short_support real
@attribute l2_C2_short_support_bases real
@attribute l2_C2_short_support_max_len real
@attribute l2_C2_avg_realign_mapq real
@attribute svtype {INV,INS,DEL,FUS,TAN,TRAN,WOFS}
@data
3,1,1,0,7,354,10,125,20,44.0,0,0,1,3,195,8,125,24,11.0,1,0,1,13,595,13,140,23,44.0,0,1,0,10,538,5,85,22,43.8,1,1,0,11,592,13,192,24,25.90909,0,0,1,24,1073,9,70,14,43.916668,TRAN
2,1,1,0,8,335,12,117,21,35.625,0,0,1,17,967,12,117,19,44.0,1,0,1,11,541,9,130,21,34.363636,0,1,0,15,753,5,59,21,36.933334,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
3,0,1,0,13,625,8,96,22,44.0,1,0,1,15,822,17,272,24,44.0,0,0,1,10,535,9,132,24,38.8,1,1,0,8,354,8,91,25,30.125,1,1,0,11,552,7,89,23,44.0,0,0,1,9,444,9,158,22,44.0,TRAN
1,1,0,1,5,163,11,154,29,44.0,0,1,0,10,370,5,75,21,43.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TAN
1,1,1,0,2,43,8,82,24,22.0,1,0,1,2,45,0,0,0,22.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INS
3,0,0,1,11,684,5,55,17,14.272727,1,1,0,13,671,5,75,21,44.0,0,1,0,10,613,9,111,21,44.0,1,0,1,11,439,10,106,22,44.0,1,1,0,1,75,0,0,0,44.0,0,0,1,0,0,5,53,17,43.2,FUS
2,0,1,0,12,641,8,99,23,37.916668,1,0,1,14,690,3,41,22,44.0,0,0,1,12,566,11,134,24,29.916666,1,1,0,6,311,6,82,21,30.166666,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
2,0,1,0,13,661,8,90,23,44.0,1,0,1,7,278,4,40,18,43.42857,0,0,1,14,593,8,131,23,43.714287,1,1,0,6,297,10,138,21,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
2,1,0,1,3,171,0,0,0,26.666666,0,1,0,15,723,8,110,21,43.466667,1,1,0,7,307,7,104,22,43.714287,0,0,1,13,644,16,187,22,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
2,1,1,0,7,387,12,118,19,44.0,0,0,1,7,342,7,92,21,44.0,1,0,1,16,798,6,47,15,43.875,0,1,0,6,312,8,98,24,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
2,1,0,1,14,621,7,97,29,43.714287,0,1,0,7,338,13,133,21,44.0,1,1,0,9,484,10,135,22,44.0,0,0,1,14,626,1,10,10,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
1,1,0,1,4,153,10,101,20,44.0,0,1,0,15,812,8,113,23,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TAN
3,1,1,0,12,716,6,74,24,39.0,0,0,1,7,446,8,108,21,28.285715,1,0,1,16,854,9,80,16,37.625,0,1,0,9,553,10,145,22,32.77778,1,1,0,11,572,11,154,21,36.272728,0,0,1,5,323,11,108,22,34.8,TRAN
3,0,1,0,7,307,15,134,24,44.0,1,0,1,12,571,6,57,24,43.833332,0,0,1,12,625,8,54,11,44.0,1,1,0,8,423,7,109,22,44.0,1,1,0,11,539,12,108,22,44.0,0,0,1,8,481,8,99,23,44.0,TRAN
2,1,1,0,7,373,10,102,18,31.428572,0,0,1,8,458,11,123,21,44.0,0,1,0,7,331,6,55,13,44.0,1,0,1,0,0,4,19,8,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
1,1,1,0,10,522,4,25,17,44.0,0,0,1,14,660,6,26,8,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DEL
2,1,1,1,4,202,7,60,17,44.0,0,1,1,4,203,7,85,19,38.5,1,0,0,14,705,10,108,23,44.0,0,0,0,10,587,3,29,17,28.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INV
3,1,1,0,9,418,9,75,21,44.0,0,0,1,4,120,5,77,20,44.0,1,0,1,10,401,9,124,26,44.0,0,1,0,16,756,4,32,15,44.0,1,1,0,13,593,10,120,22,33.076923,0,0,1,9,497,8,108,22,44.0,TRAN
2,1,1,0,14,741,7,60,21,44.0,0,0,1,10,444,10,100,21,43.7,1,0,1,10,562,17,224,22,40.3,0,1,0,9,457,9,120,18,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
