@relation 'sv'
@attribute num_lines real
@attribute l0_c1_loci_compare real
@attribute l0_c1_realign_dir real
@attribute l0_c1_anchor_dir real
@attribute l0_C1_long_support real
@attribute l0_C1_long_support_bases real
@attribute l0_C1_short_support real
@attribute l0_C1_short_support_bases real
@attribute l0_C1_short_support_max_len real
@attribute l0_C1_avg_realign_mapq real
@attribute l0_c2_loci_com real
@attribute l0_c2_realign_dir real
@attribute l0_c2_anchor_dir real
@attribute l0_C2_long_support real
@attribute l0_C2_long_support_bases real
@attribute l0_C2_short_support real
@attribute l0_C2_short_support_bases real
@attribute l0_C2_short_support_max_len real
@attribute l0_C2_avg_realign_mapq real
@attribute l1_c1_loci_compare real
@attribute l1_c1_realign_dir real
@attribute l1_c1_anchor_dir real
@attribute l1_C1_long_support real
@attribute l1_C1_long_support_bases real
@attribute l1_C1_short_support real
@attribute l1_C1_short_support_bases real
@attribute l1_C1_short_support_max_len real
@attribute l1_C1_avg_realign_mapq real
@attribute l1_c2_loci_com real
@attribute l1_c2_realign_dir real
@attribute l1_c2_anchor_dir real
@attribute l1_C2_long_support real
@attribute l1_C2_long_support_bases real
@attribute l1_C2_short_support real
@attribute l1_C2_short_support_bases real
@attribute l1_C2_short_support_max_len real
@attribute l1_C2_avg_realign_mapq real
@attribute l2_c1_loci_compare real
@attribute l2_c1_realign_dir real
@attribute l2_c1_anchor_dir real
@attribute l2_C1_long_support real
@attribute l2_C1_long_support_bases real
@attribute l2_C1_short_support real
@attribute l2_C1_short_support_bases real
@attribute l2_C1_short_support_max_len real
@attribute l2_C1_avg_realign_mapq real
@attribute l2_c2_loci_com real
@attribute l2_c2_realign_dir real
@attribute l2_c2_anchor_dir real
@attribute l2_C2_long_support real
@attribute l2_C2_long_support_bases real
@attribute l2_C2_short_support real
@attribute l2_C2_short_support_bases real
@attribute l2_C2_short_support_max_len real
@attribute l2_C2_avg_realign_mapq real
@attribute svtype {INV,INS,DEL,FUS,TAN,TRAN,WOFS}
@data
2,0,0,1,3,197,10,179,24,29.333334,1,1,0,13,602,11,149,29,39.923077,0,1,0,10,458,15,189,23,44.0,1,0,1,13,679,5,81,20,36.53846,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
3,1,1,0,8,350,2,21,12,44.0,0,0,1,0,0,13,171,22,41.384617,1,0,1,10,474,4,77,22,44.0,0,1,0,0,0,10,90,21,43.4,1,1,0,12,575,9,96,19,23.5,0,0,1,12,663,16,211,23,19.833334,TRAN
3,1,1,0,12,563,15,169,23,44.0,0,0,1,8,367,12,139,19,44.0,1,0,1,8,316,9,97,21,44.0,0,1,0,1,73,12,106,21,11.0,1,1,0,8,313,7,69,19,43.75,0,0,1,7,329,12,188,28,37.42857,TRAN
1,1,1,0,13,739,7,64,19,44.0,0,0,1,5,252,9,91,22,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DEL
1,1,1,0,14,681,1,8,8,44.0,0,0,1,10,550,5,47,20,26.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DEL
2,0,1,0,7,327,4,38,16,44.0,1,0,1,11,549,9,145,24,44.0,0,0,1,1,67,0,0,0,44.0,1,1,0,20,911,15,222,24,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
1,1,0,1,6,230,6,93,23,36.833332,0,1,0,0,0,11,157,23,24.636364,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TAN
2,1,1,1,9,456,8,99,21,44.0,0,1,1,8,397,11,152,23,39.25,1,0,0,16,790,8,129,24,44.0,0,0,0,9,480,11,126,23,33.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INV
2,1,1,1,11,564,8,83,24,43.727272,0,1,1,11,567,3,52,21,44.0,1,0,0,6,346,8,120,22,44.0,0,0,0,10,487,11,118,24,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INV
2,0,1,0,7,383,10,79,24,40.285713,1,0,1,9,475,10,110,24,44.0,0,0,1,6,337,9,86,24,27.0,1,1,0,14,684,13,148,24,42.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
