@relation 'sv'
@attribute num_lines real
@attribute l0_c1_loci_compare real
@attribute l0_c1_realign_dir real
@attribute l0_c1_anchor_dir real
@attribute l0_C1_long_support real
@attribute l0_C1_long_support_bases real
@attribute l0_C1_short_support real
@attribute l0_C1_short_support_bases real
@attribute l0_C1_short_support_max_len real
@attribute l0_C1_avg_realign_mapq real
@attribute l0_c2_loci_com real
@attribute l0_c2_realign_dir real
@attribute l0_c2_anchor_dir real
@attribute l0_C2_long_support real
@attribute l0_C2_long_support_bases real
@attribute l0_C2_short_support real
@attribute l0_C2_short_support_bases real
@attribute l0_C2_short_support_max_len real
@attribute l0_C2_avg_realign_mapq real
@attribute l1_c1_loci_compare real
@attribute l1_c1_realign_dir real
@attribute l1_c1_anchor_dir real
@attribute l1_C1_long_support real
@attribute l1_C1_long_support_bases real
@attribute l1_C1_short_support real
@attribute l1_C1_short_support_bases real
@attribute l1_C1_short_support_max_len real
@attribute l1_C1_avg_realign_mapq real
@attribute l1_c2_loci_com real
@attribute l1_c2_realign_dir real
@attribute l1_c2_anchor_dir real
@attribute l1_C2_long_support real
@attribute l1_C2_long_support_bases real
@attribute l1_C2_short_support real
@attribute l1_C2_short_support_bases real
@attribute l1_C2_short_support_max_len real
@attribute l1_C2_avg_realign_mapq real
@attribute l2_c1_loci_compare real
@attribute l2_c1_realign_dir real
@attribute l2_c1_anchor_dir real
@attribute l2_C1_long_support real
@attribute l2_C1_long_support_bases real
@attribute l2_C1_short_support real
@attribute l2_C1_short_support_bases real
@attribute l2_C1_short_support_max_len real
@attribute l2_C1_avg_realign_mapq real
@attribute l2_c2_loci_com real
@attribute l2_c2_realign_dir real
@attribute l2_c2_anchor_dir real
@attribute l2_C2_long_support real
@attribute l2_C2_long_support_bases real
@attribute l2_C2_short_support real
@attribute l2_C2_short_support_bases real
@attribute l2_C2_short_support_max_len real
@attribute l2_C2_avg_realign_mapq real
@attribute svtype {INV,INS,DEL,FUS,TAN,TRAN,WOFS}
@data
1,1,0,1,16,788,9,131,24,44.0,0,1,0,14,709,8,114,19,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TAN
3,0,1,0,14,786,8,136,24,43.857143,1,0,1,10,514,13,167,20,44.0,0,0,1,10,488,5,62,21,44.0,1,1,0,12,630,7,86,23,44.0,1,1,0,12,702,9,79,15,26.583334,0,0,1,10,503,4,27,13,44.0,TRAN
1,0,1,0,3,90,11,164,24,16.666666,0,0,1,9,263,8,106,22,19.11111,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TRAN
2,1,1,1,10,527,13,154,22,27.1,0,1,1,17,898,10,149,25,44.0,1,0,0,10,556,15,198,23,40.1,0,0,0,13,674,15,193,20,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INV
2,0,0,1,17,791,9,95,24,43.882355,1,1,0,13,582,11,160,23,44.0,0,1,0,13,614,8,124,22,43.76923,1,0,1,11,564,8,91,26,43.636364,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
1,1,1,0,14,779,7,97,18,44.0,0,0,1,7,412,16,197,24,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DEL
2,1,1,1,9,407,15,168,26,32.88889,0,1,1,9,444,7,80,23,43.77778,1,0,0,12,565,13,109,19,37.333332,0,0,0,9,437,8,106,23,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INV
1,0,0,1,1,25,6,62,19,22.0,1,1,0,0,0,7,115,24,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TRAN
3,1,1,0,6,338,9,112,22,44.0,0,0,1,11,558,14,212,25,43.454544,1,0,1,10,507,9,104,24,41.3,0,1,0,13,603,8,120,23,37.923077,1,1,0,6,329,9,99,19,44.0,0,0,1,2,143,11,137,23,21.0,TRAN
1,1,0,1,7,344,9,113,24,41.285713,0,1,0,8,332,7,78,22,42.375,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TAN
3,0,1,0,9,374,7,68,19,44.0,1,0,1,10,498,11,86,21,40.3,0,0,1,7,250,9,98,24,44.0,1,1,0,14,657,12,110,21,40.214287,1,1,0,8,388,4,55,23,44.0,0,0,1,16,849,11,122,21,44.0,TRAN
2,1,1,1,7,338,5,62,20,44.0,0,1,1,9,505,8,140,24,44.0,1,0,0,6,314,11,120,23,44.0,0,0,0,12,565,10,163,22,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INV
2,1,1,1,14,639,18,194,29,43.714287,0,1,1,8,383,6,78,17,42.125,1,0,0,7,294,7,54,18,39.857143,0,0,0,13,712,6,83,17,30.692308,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INV
2,1,0,1,8,402,11,149,23,35.375,0,1,0,9,469,7,73,22,44.0,1,1,0,12,581,11,130,23,44.0,0,0,1,13,684,14,132,18,43.384617,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
2,1,1,1,11,561,10,161,29,41.545456,0,1,1,12,538,13,163,28,37.833332,1,0,0,6,279,9,123,24,42.0,0,0,0,18,847,7,69,21,43.38889,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INV
3,1,1,0,9,412,5,56,23,42.666668,0,0,1,9,435,9,99,29,44.0,1,0,1,7,370,9,95,21,44.0,0,1,0,11,534,9,146,24,44.0,1,1,0,9,549,13,166,21,44.0,0,0,1,9,354,9,99,23,44.0,TRAN
2,1,0,1,9,454,8,82,18,35.77778,0,1,0,7,409,11,128,19,44.0,1,1,0,11,515,13,145,24,44.0,0,0,1,8,400,7,66,19,43.625,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,FUS
1,1,0,1,10,504,14,192,26,44.0,0,1,0,14,694,7,101,22,43.857143,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TAN
3,1,1,0,14,634,12,162,22,43.857143,0,0,1,11,568,10,112,22,40.545456,1,0,1,13,703,11,131,24,44.0,0,1,0,9,409,8,121,24,44.0,1,1,0,7,320,9,119,23,40.42857,0,0,1,7,371,10,127,24,44.0,TRAN
1,1,0,1,6,353,7,90,21,17.0,0,1,0,9,445,5,75,19,44.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TAN
2,1,1,1,13,643,13,160,23,43.23077,0,1,1,15,752,12,162,23,42.8,1,0,0,8,395,7,67,13,44.0,0,0,0,8,482,14,136,23,40.875,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INV
2,1,1,1,7,374,5,37,21,37.42857,0,1,1,10,493,10,126,23,33.7,1,0,0,7,406,14,152,23,32.714287,0,0,0,9,474,8,74,18,43.444443,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,INV
