100480	98464019	FUS	0
100481	98512997	FUS	0
1716462	36942736	FUS	0
1716463	36946963	FUS	0
3434197	3440956	INV	0
3434198	3440957	INV	0
5174986	47859273	FUS	0
5174987	47866316	FUS	0
6679840	6687497	INV	0
6679841	6687498	INV	0
8029386	8030217	DEL	0
9518268	20468967	FUS	0
9518269	20517597	FUS	0
10785785	10786096	DEL	0
12946516	12946537	DEL	0
14014896	14035631	TAN	0
16467117	16475778	DEL	0
17816537	17816565	TAN	0
18375065	18460816	INV	0
18375066	18460817	INV	0
20000170	69610458	FUS	0
20000171	69611141	FUS	0
22297804	22379569	DEL	0
23683007	73434183	FUS	0
23683008	73435144	FUS	0
24010254	24066253	TAN	0
26090960	38103730	FUS	0
26090961	38106982	FUS	0
27365914	114426	FUS	0
27365915	122624	FUS	0
28785513	28792283	INV	0
28785514	28792284	INV	0
31014715	31020430	TAN	0
31540884	31540976	INV	0
31540885	31540977	INV	0
33325452	41644336	FUS	0
33325453	41644929	FUS	0
34872574	34877919	TAN	0
36942735	36946964	DEL	0
38103729	38106983	DEL	0
40140522	15820130	FUS	0
40140523	15829155	FUS	0
40918894	40919564	INV	0
40918895	40919565	INV	0
43148603	43198185	DEL	0
43844626	101257154	FUS	0
43844627	101257637	FUS	0
46053633	46054333	TAN	0
46906152	46906153	INS	0
48823402	123889673	FUS	0
48823403	123898367	FUS	0
49708852	49708901	TAN	0
51842480	51850085	INV	0
51842481	51850086	INV	0
53880318	111957677	FUS	0
53880319	111966565	FUS	0
54696653	67996528	FUS	0
54696654	67996811	FUS	0
55673304	55673381	TAN	0
57287183	57357403	INV	0
57287184	57357404	INV	0
58738152	58745384	DEL	0
60522678	79800208	FUS	0
60522679	79826700	FUS	0
61831494	61831495	INS	0
63844905	49101340	FUS	0
63844906	49172356	FUS	0
65575785	65575851	DEL	0
66903256	66911946	INV	0
66903257	66911947	INV	0
67996527	67996812	DEL	0
69610457	69611142	DEL	0
70967819	129885976	FUS	0
70967820	129922369	FUS	0
72261440	72348593	DEL	0
73875667	73881986	TAN	0
75523187	75529661	DEL	0
77235668	117141396	FUS	0
77235669	117222193	FUS	0
79404749	59936706	FUS	0
79404750	59938727	FUS	0
79800207	79826701	DEL	0
81085378	84620317	FUS	0
81085379	84623113	FUS	0
83872378	83875690	DEL	0
84620316	84623114	DEL	0
86124770	86165553	INV	0
86124771	86165554	INV	0
87532775	87566137	DEL	0
88705296	88705297	INS	0
90292021	90292994	TAN	0
91694462	91694979	TAN	0
93283231	68215277	FUS	0
93283232	68289765	FUS	0
95066152	126710298	FUS	0
95066153	126797029	FUS	0
96817708	96817993	TAN	0
98464018	98512998	DEL	0
99866125	99873843	TAN	0
101257153	101257638	DEL	0
102030416	110853886	FUS	0
102030417	110853923	FUS	0
103591166	103591394	TAN	0
106280993	106335340	TAN	0
106961033	107012894	DEL	0
109083797	109083877	INV	0
109083798	109083878	INV	0
110853885	110853924	DEL	0
111599063	111622306	INV	0
111599064	111622307	INV	0
112974421	113000508	INV	0
112974422	113000509	INV	0
115443148	115444029	TAN	0
115617359	115618259	DEL	0
117672998	117681248	TAN	0
119878066	119878094	TAN	0
121167748	121201281	TAN	0
122781415	52776663	FUS	0
122781416	52777021	FUS	0
123799871	22867701	FUS	0
123799872	22868221	FUS	0
125775592	125780830	DEL	0
127099930	127188823	DEL	0
128214705	128215470	INV	0
128214706	128215471	INV	0
129885975	129922370	DEL	0
130586020	130586021	INS	0
133012767	133012858	TAN	0
